sentence_number	batch	model	prompt	temperature	bertscore_precision	bertscore_recall	bertscore_f1	CHRF	COMET
4	1	ChatGPT 4	prompt0	0.75	[0.8550270199775696]	[0.8493075966835022]	0.8521577715873718	72.50298889109187	[0.8695617318153381]
5	1	ChatGPT 4	prompt0	0.75	[0.8899534344673157]	[0.7622677087783813]	0.8211766481399536	44.94904955756059	[0.42652902007102966]
6	1	ChatGPT 4	prompt0	0.75	[0.7624491453170776]	[0.8460675477981567]	0.8020849227905273	75.99993887873693	[0.6989839673042297]
7	1	ChatGPT 4	prompt0	0.75	[0.8161811828613281]	[0.779054582118988]	0.7971858382225037	63.072241569192336	[0.8775427937507629]
8	1	ChatGPT 4	prompt0	0.75	[0.8477473258972168]	[0.7998191714286804]	0.8230860829353333	64.67395077413666	[0.9529666900634766]
9	1	ChatGPT 4	prompt0	0.75	[0.8627148270606995]	[0.8191616535186768]	0.8403743505477905	57.94010800368915	[0.9305104613304138]
10	1	ChatGPT 4	prompt0	0.75	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
11	1	ChatGPT 4	prompt0	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
12	1	ChatGPT 4	prompt0	0.75	[0.7050249576568604]	[0.7601681351661682]	0.7315588593482971	56.06313136779817	[0.834529459476471]
13	1	ChatGPT 4	prompt0	0.75	[0.8981038331985474]	[0.8861571550369263]	0.8920904994010925	68.95137115007081	[0.8271260261535645]
14	1	ChatGPT 4	prompt0	0.75	[0.9032649993896484]	[0.8607043027877808]	0.8814712166786194	72.2478332738714	[0.9255456924438477]
15	1	ChatGPT 4	prompt0	0.75	[0.9286923408508301]	[0.8980339169502258]	0.9131059050559998	77.06368302203043	[0.9357179999351501]
16	1	ChatGPT 4	prompt0	0.75	[0.939639151096344]	[0.9104636311531067]	0.9248213171958923	79.24709022145319	[0.9524208307266235]
17	1	ChatGPT 4	prompt0	0.75	[1.0]	[1.0]	1.0	100.0	[0.9820597171783447]
18	1	ChatGPT 4	prompt0	0.75	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
19	1	ChatGPT 4	prompt0	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
20	1	ChatGPT 4	prompt0	0.75	[0.8551164269447327]	[0.8181034326553345]	0.8362005352973938	53.1719412181553	[0.7397973537445068]
21	1	ChatGPT 4	prompt0	0.75	[0.8628097772598267]	[0.8216766119003296]	0.8417410254478455	47.80632907370524	[0.7477865815162659]
22	1	ChatGPT 4	prompt0	0.75	[0.9351555109024048]	[0.9322775602340698]	0.9337143301963806	83.68652580995914	[0.9388063549995422]
23	1	ChatGPT 4	prompt0	0.75	[0.874744713306427]	[0.8734554648399353]	0.874099612236023	32.436107241211545	[0.7758765816688538]
24	1	ChatGPT 4	prompt0	0.75	[0.8857182264328003]	[0.864745557308197]	0.8751062750816345	56.702434543991274	[0.8074201345443726]
25	1	ChatGPT 4	prompt0	0.75	[1.0000001192092896]	[1.0000001192092896]	1.0000001192092896	100.0	[0.9909891486167908]
26	1	ChatGPT 4	prompt0	0.75	[0.7791513800621033]	[0.7962819337844849]	0.7876235246658325	41.514645091713625	[0.8919568061828613]
27	1	ChatGPT 4	prompt0	0.75	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9837085604667664]
28	1	ChatGPT 4	prompt0	0.75	[0.7813712954521179]	[0.8737788796424866]	0.8249955177307129	38.00376884265436	[0.9233179688453674]
29	1	ChatGPT 4	prompt0	0.75	[1.000000238418579]	[1.000000238418579]	1.000000238418579	100.0	[0.9875254034996033]
30	1	ChatGPT 4	prompt0	0.75	[0.9999997615814209]	[0.9999997615814209]	0.9999997615814209	100.0	[0.9859870076179504]
31	1	ChatGPT 4	prompt0	0.75	[1.0000001192092896]	[1.0000001192092896]	1.0000001192092896	100.0	[0.9899653792381287]
32	1	ChatGPT 4	prompt0	0.75	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
33	1	ChatGPT 4	prompt0	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
34	1	ChatGPT 4	prompt0	0.75	[0.9768310189247131]	[0.9734431505203247]	0.9751341342926025	79.7401064360567	[0.8992356657981873]
35	1	ChatGPT 4	prompt0	0.75	[0.9048123955726624]	[0.8740212321281433]	0.8891503214836121	59.13107328773023	[0.9101722836494446]
36	1	ChatGPT 4	prompt0	0.75	[0.948350727558136]	[0.941626250743866]	0.9449765682220459	68.32190477578379	[0.7202603220939636]
37	1	ChatGPT 4	prompt0	0.75	[0.8512664437294006]	[0.8832947015762329]	0.8669848442077637	41.47278913638714	[0.6715637445449829]
38	1	ChatGPT 4	prompt0	0.75	[0.7933651208877563]	[0.7677314281463623]	0.7803378105163574	38.998326030806545	[0.7569841742515564]
39	1	ChatGPT 4	prompt0	0.75	[0.828330934047699]	[0.8055676817893982]	0.8167906999588013	47.87436165948606	[0.8479206562042236]
40	1	ChatGPT 4	prompt0	0.75	[0.6951173543930054]	[0.679948627948761]	0.6874492764472961	19.732317424031656	[0.8538033366203308]
41	1	ChatGPT 4	prompt0	0.75	[0.7681277990341187]	[0.7920328378677368]	0.7798972129821777	54.59141780971124	[0.8395795226097107]
42	1	ChatGPT 4	prompt0	0.75	[0.732332706451416]	[0.7871602773666382]	0.7587573528289795	62.06647041588435	[0.8396087884902954]
43	1	ChatGPT 4	prompt0	0.75	[0.76591557264328]	[0.811934232711792]	0.7882537841796875	64.45721205734083	[0.9020611643791199]
44	1	ChatGPT 4	prompt0	0.75	[0.7821584939956665]	[0.8192899823188782]	0.8002937436103821	35.81618217736677	[0.7199822068214417]
45	1	ChatGPT 4	prompt0	0.75	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
46	1	ChatGPT 4	prompt0	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
47	1	ChatGPT 4	prompt0	0.75	[0.918220043182373]	[0.9287158250808716]	0.9234381318092346	68.5256889057238	[0.8936678767204285]
48	1	ChatGPT 4	prompt0	0.75	[0.9635806083679199]	[0.9579743146896362]	0.9607692360877991	76.00004297523994	[0.9458139538764954]
49	1	ChatGPT 4	prompt0	0.75	[0.8666240572929382]	[0.8399656414985657]	0.8530866503715515	59.48841093814453	[0.8248373866081238]
50	1	ChatGPT 4	prompt0	0.75	[0.8512664437294006]	[0.8832947015762329]	0.8669848442077637	41.47278913638714	[0.6715637445449829]
51	1	ChatGPT 4	prompt0	0.75	[0.7908385992050171]	[0.8256257176399231]	0.8078578114509583	33.364282157127064	[0.8822417855262756]
52	1	ChatGPT 4	prompt0	0.75	[0.8848519325256348]	[0.8636659979820251]	0.8741306066513062	58.692191074255874	[0.88169264793396]
53	1	ChatGPT 4	prompt0	0.75	[0.9507479667663574]	[0.9638041853904724]	0.9572315216064453	73.17088515377122	[0.9673736691474915]
54	1	ChatGPT 4	prompt0	0.75	[0.9310860633850098]	[0.9412651658058167]	0.936147928237915	67.76472852709833	[0.9446495175361633]
55	1	ChatGPT 4	prompt0	0.75	[0.929360032081604]	[0.9271845817565918]	0.9282710552215576	67.90699213432762	[0.9443936347961426]
56	1	ChatGPT 4	prompt0	0.75	[0.9187173843383789]	[0.8847908973693848]	0.9014350175857544	57.70938835083934	[0.9269421696662903]
57	1	ChatGPT 4	prompt0	0.75	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
58	1	ChatGPT 4	prompt0	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
59	1	ChatGPT 4	prompt0	0.75	[0.8163822889328003]	[0.8537893295288086]	0.834666907787323	55.11750866764786	[0.8527445197105408]
60	1	ChatGPT 4	prompt0	0.75	[0.7699960470199585]	[0.7322885990142822]	0.7506691217422485	20.79312865497076	[0.5228792428970337]
61	1	ChatGPT 4	prompt0	0.75	[1.0]	[1.0]	1.0	100.0	[0.9810548424720764]
62	1	ChatGPT 4	prompt0	0.75	[1.0]	[1.0]	1.0	100.0	[0.9905698895454407]
63	1	ChatGPT 4	prompt0	0.75	[1.0]	[1.0]	1.0	100.0	[0.9877201914787292]
64	1	ChatGPT 4	prompt0	0.75	[0.9276845455169678]	[0.9276845455169678]	0.9276845455169678	62.80962491153574	[0.8611641526222229]
65	1	ChatGPT 4	prompt0	0.75	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
66	1	ChatGPT 4	prompt0	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
67	1	ChatGPT 4	prompt0	0.75	[0.9531142711639404]	[0.9265991449356079]	0.939669668674469	64.00562631864523	[0.950827956199646]
68	1	ChatGPT 4	prompt0	0.75	[0.8618096709251404]	[0.8393446207046509]	0.8504288196563721	48.39804788493595	[0.814344048500061]
69	1	ChatGPT 4	prompt0	0.75	[0.8370984196662903]	[0.819346010684967]	0.8281270861625671	43.17732943608824	[0.5868546366691589]
70	1	ChatGPT 4	prompt0	0.75	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9907765984535217]
71	1	ChatGPT 4	prompt0	0.75	[0.8918931484222412]	[0.8961085677146912]	0.8939958214759827	73.3894644366642	[0.9253643155097961]
72	1	ChatGPT 4	prompt0	0.75	[0.9853198528289795]	[0.9853198528289795]	0.9853198528289795	89.44931495507952	[0.9524983763694763]
73	1	ChatGPT 4	prompt0	0.75	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9916960597038269]
74	1	ChatGPT 4	prompt0	0.75	[0.8917655348777771]	[0.9081770777702332]	0.899896502494812	54.74121863135861	[0.9565933346748352]
75	1	ChatGPT 4	prompt0	0.75	[0.76711106300354]	[0.76711106300354]	0.76711106300354	19.332925566238984	[0.8135027289390564]
76	1	ChatGPT 4	prompt0	0.75	[0.8120322227478027]	[0.7856553792953491]	0.7986260652542114	25.02558363384822	[0.9295548796653748]
77	1	ChatGPT 4	prompt0	0.75	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
78	1	ChatGPT 4	prompt0	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
79	1	ChatGPT 4	prompt0	0.75	[0.9135009050369263]	[0.8877531290054321]	0.9004429578781128	64.64396900805215	[0.8187338709831238]
80	1	ChatGPT 4	prompt0	0.75	[0.7410888671875]	[0.7634938359260559]	0.752124547958374	36.40600942275522	[0.7168304920196533]
81	1	ChatGPT 4	prompt0	0.75	[0.7766942977905273]	[0.7577762603759766]	0.7671186923980713	42.901756465319515	[0.7168312668800354]
82	1	ChatGPT 4	prompt0	0.75	[0.7987887263298035]	[0.7922495603561401]	0.7955057621002197	47.9674153694421	[0.796048641204834]
83	1	ChatGPT 4	prompt0	0.75	[1.0]	[1.0]	1.0	100.0	[0.9820341467857361]
84	1	ChatGPT 4	prompt0	0.75	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9840215444564819]
85	1	ChatGPT 4	prompt0	0.75	[0.9999997615814209]	[0.9999997615814209]	0.9999997615814209	100.0	[0.9859870076179504]
86	1	ChatGPT 4	prompt0	0.75	[1.0000001192092896]	[1.0000001192092896]	1.0000001192092896	100.0	[0.9899653792381287]
87	1	ChatGPT 4	prompt0	0.75	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
88	1	ChatGPT 4	prompt0	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
89	1	ChatGPT 4	prompt0	0.75	[0.7759946584701538]	[0.7538427114486694]	0.764758288860321	38.5149192171611	[0.8361943364143372]
90	1	ChatGPT 4	prompt0	0.75	[0.7410888671875]	[0.7634938359260559]	0.752124547958374	36.40600942275522	[0.7168304920196533]
91	1	ChatGPT 4	prompt0	0.75	[1.000000238418579]	[1.000000238418579]	1.000000238418579	100.0	[0.9849644899368286]
92	1	ChatGPT 4	prompt0	0.75	[0.9999998807907104]	[0.9999998807907104]	0.9999998807907104	100.0	[0.9811449646949768]
93	1	ChatGPT 4	prompt0	0.75	[0.9999997615814209]	[0.9999997615814209]	0.9999997615814209	100.0	[0.9859870076179504]
94	1	ChatGPT 4	prompt0	0.75	[1.0000001192092896]	[1.0000001192092896]	1.0000001192092896	100.0	[0.9899653792381287]
95	1	ChatGPT 4	prompt0	0.75	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
96	1	ChatGPT 4	prompt0	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
97	1	ChatGPT 4	prompt0	0.75	[1.0]	[1.0]	1.0	100.0	[0.9846649765968323]
98	1	ChatGPT 4	prompt0	0.75	[1.0]	[1.0]	1.0	100.0	[0.9818198084831238]
99	1	ChatGPT 4	prompt0	0.75	[0.8580660820007324]	[0.8720226287841797]	0.8649880886077881	61.279620682066174	[0.8868377804756165]
100	1	ChatGPT 4	prompt0	0.75	[1.0000001192092896]	[1.0000001192092896]	1.0000001192092896	100.0	[0.9847012758255005]
101	1	ChatGPT 4	prompt0	0.75	[0.8621441125869751]	[0.8540537357330322]	0.8580798506736755	60.239610621694005	[0.9020983576774597]
102	1	ChatGPT 4	prompt0	0.75	[0.7821680307388306]	[0.7953553199768066]	0.7887065410614014	56.320450660046575	[0.9513525366783142]
103	1	ChatGPT 4	prompt0	0.75	[0.7674252390861511]	[0.7831055521965027]	0.7751861214637756	56.320450660046575	[0.9372063875198364]
104	1	ChatGPT 4	prompt0	0.75	[0.8037731647491455]	[0.7837345600128174]	0.7936273813247681	47.46797557763678	[0.8385725617408752]
105	1	ChatGPT 4	prompt0	0.75	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
106	1	ChatGPT 4	prompt0	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
107	1	ChatGPT 4	prompt0	0.75	[0.9017170667648315]	[0.889417827129364]	0.8955252170562744	75.34617117343416	[0.927558958530426]
108	1	ChatGPT 4	prompt0	0.75	[0.9909854531288147]	[0.9909854531288147]	0.9909854531288147	93.61812152971667	[0.9583224654197693]
109	1	ChatGPT 4	prompt0	0.75	[0.8932394981384277]	[0.9162365198135376]	0.9045918583869934	72.73021216703113	[0.9517673850059509]
110	1	ChatGPT 4	prompt0	0.75	[0.9392209053039551]	[0.9359579682350159]	0.9375866055488586	72.89415503801398	[0.9488796591758728]
111	1	ChatGPT 4	prompt0	0.75	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
112	1	ChatGPT 4	prompt0	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
113	1	ChatGPT 4	prompt0	0.75	[0.9466632604598999]	[0.9350447058677673]	0.940818190574646	81.64213851045477	[0.9267370700836182]
114	1	ChatGPT 4	prompt0	0.75	[0.9772573113441467]	[0.989866316318512]	0.9835214018821716	94.45281019937777	[0.9614576697349548]
115	1	ChatGPT 4	prompt0	0.75	[0.7014525532722473]	[0.6908724308013916]	0.6961222887039185	32.80983608149146	[0.5787016749382019]
116	1	ChatGPT 4	prompt0	0.75	[0.9651676416397095]	[0.9422157406806946]	0.9535536170005798	84.13262788847467	[0.9663715958595276]
117	1	ChatGPT 4	prompt0	0.75	[1.0]	[1.0]	1.0	100.0	[0.9814565777778625]
118	1	ChatGPT 4	prompt0	0.75	[0.9801735877990723]	[0.9801735877990723]	0.9801735877990723	89.14119902462402	[0.9489423036575317]
119	1	ChatGPT 4	prompt0	0.75	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
120	1	ChatGPT 4	prompt0	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
121	1	ChatGPT 4	prompt0	0.75	[0.9524364471435547]	[0.9459007382392883]	0.9491573572158813	74.67003845415587	[0.8880060315132141]
122	1	ChatGPT 4	prompt0	0.75	[0.703654944896698]	[0.7114887833595276]	0.7075501680374146	30.128561042767245	[0.6639888882637024]
123	1	ChatGPT 4	prompt0	0.75	[0.879496157169342]	[0.8627033233642578]	0.8710188269615173	53.00297762991464	[0.9166996479034424]
124	1	ChatGPT 4	prompt0	0.75	[0.6951173543930054]	[0.679948627948761]	0.6874492764472961	19.732317424031656	[0.8538033366203308]
125	1	ChatGPT 4	prompt0	0.75	[0.7681277990341187]	[0.7920328378677368]	0.7798972129821777	54.59141780971124	[0.8395795226097107]
126	1	ChatGPT 4	prompt0	0.75	[0.732332706451416]	[0.7871602773666382]	0.7587573528289795	62.06647041588435	[0.8396087884902954]
127	1	ChatGPT 4	prompt0	0.75	[0.76591557264328]	[0.811934232711792]	0.7882537841796875	64.45721205734083	[0.9020611643791199]
128	1	ChatGPT 4	prompt0	0.75	[0.7821584939956665]	[0.8192899823188782]	0.8002937436103821	35.81618217736677	[0.7199822068214417]
129	1	ChatGPT 4	prompt0	0.75	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
130	1	ChatGPT 4	prompt0	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
131	1	ChatGPT 4	prompt0	0.75	[0.8774900436401367]	[0.8767739534378052]	0.8771318793296814	86.3417988833174	[0.8701844811439514]
132	1	ChatGPT 4	prompt0	0.75	[0.8512664437294006]	[0.8832947015762329]	0.8669848442077637	41.47278913638714	[0.6715637445449829]
133	1	ChatGPT 4	prompt0	0.75	[0.8543757796287537]	[0.8610373735427856]	0.8576936721801758	48.16824598018597	[0.8579201698303223]
134	1	ChatGPT 4	prompt0	0.75	[0.7813819646835327]	[0.823805570602417]	0.8020331263542175	41.883776814972606	[0.894775927066803]
135	1	ChatGPT 4	prompt0	0.75	[0.8792421817779541]	[0.8199180364608765]	0.8485444784164429	44.63203161110588	[0.8791147470474243]
136	1	ChatGPT 4	prompt0	0.75	[0.8294575810432434]	[0.7825111746788025]	0.805300772190094	37.768161388445996	[0.9344386458396912]
137	1	ChatGPT 4	prompt0	0.75	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
138	1	ChatGPT 4	prompt0	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
139	1	ChatGPT 4	prompt0	0.75	[0.8728681802749634]	[0.8423119187355042]	0.8573178648948669	53.812023747129686	[0.8757749199867249]
140	1	ChatGPT 4	prompt0	0.75	[0.8703514337539673]	[0.8495792150497437]	0.859839916229248	53.273978230755745	[0.7975054383277893]
141	1	ChatGPT 4	prompt0	0.75	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9907280206680298]
142	1	ChatGPT 4	prompt0	0.75	[1.0]	[1.0]	1.0	100.0	[0.9854109883308411]
143	1	ChatGPT 4	prompt0	0.75	[0.8053783178329468]	[0.7751820087432861]	0.7899917364120483	40.02713038683816	[0.9010968208312988]
144	1	ChatGPT 4	prompt0	0.75	[0.6711651086807251]	[0.6844106912612915]	0.6777231693267822	10.104265737850131	[0.562500536441803]
145	1	ChatGPT 4	prompt0	0.75	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9877792000770569]
146	1	ChatGPT 4	prompt0	0.75	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
147	1	ChatGPT 4	prompt0	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
148	1	ChatGPT 4	prompt0	0.75	[0.8260161280632019]	[0.8844202756881714]	0.8542211055755615	84.45910480153482	[0.9072237610816956]
149	1	ChatGPT 4	prompt0	0.75	[0.9169341325759888]	[0.8809118270874023]	0.8985621333122253	64.58055707270434	[0.9140604734420776]
150	1	ChatGPT 4	prompt0	0.75	[0.9405598640441895]	[0.9251816272735596]	0.9328073859214783	76.92823670254971	[0.947466254234314]
151	1	ChatGPT 4	prompt0	0.75	[0.6951173543930054]	[0.679948627948761]	0.6874492764472961	19.732317424031656	[0.8538033366203308]
152	1	ChatGPT 4	prompt0	0.75	[0.7681277990341187]	[0.7920328378677368]	0.7798972129821777	54.59141780971124	[0.8395795226097107]
153	1	ChatGPT 4	prompt0	0.75	[0.732332706451416]	[0.7871602773666382]	0.7587573528289795	62.06647041588435	[0.8396087884902954]
154	1	ChatGPT 4	prompt0	0.75	[0.76591557264328]	[0.811934232711792]	0.7882537841796875	64.45721205734083	[0.9020611643791199]
155	1	ChatGPT 4	prompt0	0.75	[0.7821584939956665]	[0.8192899823188782]	0.8002937436103821	35.81618217736677	[0.7199822068214417]
156	1	ChatGPT 4	prompt0	0.75	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
157	1	ChatGPT 4	prompt0	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
158	1	ChatGPT 4	prompt0	0.75	[0.9623200297355652]	[0.9332159757614136]	0.9475446343421936	73.66846984708924	[0.9102980494499207]
159	1	ChatGPT 4	prompt0	0.75	[0.9184907078742981]	[0.9054595828056335]	0.9119285941123962	62.642476592180905	[0.8888922929763794]
160	1	ChatGPT 4	prompt0	0.75	[1.0]	[1.0]	1.0	100.0	[0.9824785590171814]
161	1	ChatGPT 4	prompt0	0.75	[0.8512664437294006]	[0.8832947015762329]	0.8669848442077637	41.47278913638714	[0.6715637445449829]
162	1	ChatGPT 4	prompt0	0.75	[0.8844783902168274]	[0.8995357155799866]	0.8919435143470764	66.40098610180654	[0.8172682523727417]
163	1	ChatGPT 4	prompt0	0.75	[0.8101431727409363]	[0.8110799789428711]	0.8106112480163574	56.0163125388346	[0.7962916493415833]
164	1	ChatGPT 4	prompt0	0.75	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9878422617912292]
165	1	ChatGPT 4	prompt0	0.75	[1.0]	[1.0]	1.0	100.0	[0.9813385009765625]
166	1	ChatGPT 4	prompt0	0.75	[1.0]	[1.0]	1.0	100.0	[0.9883447289466858]
167	1	ChatGPT 4	prompt0	0.75	[0.886623740196228]	[0.886623740196228]	0.886623740196228	19.755838517863427	[0.9026514887809753]
168	1	ChatGPT 4	prompt0	0.75	[0.8985819816589355]	[0.8985819816589355]	0.8985819816589355	67.23185459091977	[0.9626121520996094]
169	1	ChatGPT 4	prompt0	0.75	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
170	1	ChatGPT 4	prompt0	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
171	1	ChatGPT 4	prompt0	0.75	[0.8105321526527405]	[0.8048203587532043]	0.8076661825180054	52.2537217930902	[0.8394007086753845]
172	1	ChatGPT 4	prompt0	0.75	[0.818721354007721]	[0.886978030204773]	0.851483941078186	53.27310504893208	[0.8387558460235596]
173	1	ChatGPT 4	prompt0	0.75	[0.8626601099967957]	[0.8424761891365051]	0.8524486422538757	59.569338758127486	[0.68655925989151]
174	1	ChatGPT 4	prompt0	0.75	[0.8517496585845947]	[0.8389195203781128]	0.8452858924865723	54.29572822496662	[0.6832045912742615]
175	1	ChatGPT 4	prompt0	0.75	[0.822012186050415]	[0.8207911252975464]	0.8214012384414673	37.96875615779177	[0.8876573443412781]
176	1	ChatGPT 4	prompt0	0.75	[0.8241326808929443]	[0.8278310894966125]	0.8259777426719666	38.40073304803419	[0.844392716884613]
177	1	ChatGPT 4	prompt0	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
178	1	ChatGPT 4	prompt0	0.75	[0.8137028217315674]	[0.8591536283493042]	0.8358107805252075	49.73888740642893	[0.8492462038993835]
179	1	ChatGPT 4	prompt0	0.75	[0.7852973937988281]	[0.80345219373703]	0.7942709922790527	61.80917497835987	[0.7961914539337158]
180	1	ChatGPT 4	prompt0	0.75	[0.8512664437294006]	[0.8832947015762329]	0.8669848442077637	41.47278913638714	[0.6715637445449829]
181	1	ChatGPT 4	prompt0	0.75	[0.8528505563735962]	[0.8146805167198181]	0.8333287239074707	51.515646351679464	[0.815606951713562]
182	1	ChatGPT 4	prompt0	0.75	[1.0000001192092896]	[1.0000001192092896]	1.0000001192092896	100.0	[0.9890469908714294]
183	1	ChatGPT 4	prompt0	0.75	[0.717478334903717]	[0.652960479259491]	0.6837007403373718	20.925030903708944	[0.7422651648521423]
184	1	ChatGPT 4	prompt0	0.75	[0.9346663951873779]	[0.8737625479698181]	0.9031888842582703	56.70997971803937	[0.9277299642562866]
